"CityName","TownName","VilCode","VilName","Hagibis","Matmo","Fung-wong","Chan-hom","Soudelor","Dujuan","Nepartak","MerantiAndMalakas","total"
"台北市","萬華區","6300700-026","全德里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-027","保德里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-028","銘德里",0,0,0,0,0,1164,0,0,1164
"台北市","萬華區","6300700-029","榮德里",0,0,0,0,0,363,0,0,363
"台北市","萬華區","6300700-030","壽德里",0,0,0,0,0,277,0,0,277
"台北市","萬華區","6300700-031","興德里",0,0,0,0,503,211,0,0,714
"台北市","萬華區","6300700-032","華中里",0,0,0,0,0,223,0,0,223
"台北市","萬華區","6300700-033","日祥里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-034","忠貞里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-035","凌霄里",0,0,30,0,0,0,0,0,30
"台北市","萬華區","6300700-036","騰雲里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-001","景行里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-002","景東里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-003","景美里",0,0,0,0,107,0,0,0,107
"台北市","文山區","6300800-004","景慶里",0,18,0,0,15,0,0,0,33
"台北市","文山區","6300800-005","景仁里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-006","景華里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-007","萬有里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-008","萬祥里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-009","萬隆里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-010","萬年里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-011","萬和里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-012","萬盛里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-013","興豐里",0,25,0,0,0,0,0,0,25
"台北市","文山區","6300800-014","興光里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-015","興家里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-016","興得里",0,0,0,0,151,0,0,0,151
"台北市","文山區","6300800-017","興業里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-018","興安里",0,0,0,0,228,0,0,0,228
"台北市","文山區","6300800-019","興福里",0,15,0,0,338,0,0,0,353
"台北市","文山區","6300800-020","興旺里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-021","興泰里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-022","興昌里",0,0,0,0,0,257,0,0,257
"台北市","文山區","6300800-023","試院里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-024","華興里",0,0,0,0,172,0,0,0,172
"台北市","文山區","6300800-025","明義里",0,0,0,0,0,3,0,0,3
"台北市","文山區","6300800-026","明興里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-027","木柵里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-028","木新里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-029","順興里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-030","樟林里",0,0,0,0,1371,0,0,0,1371
"台北市","文山區","6300800-031","樟新里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-032","樟腳里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-033","萬芳里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-034","博嘉里",0,0,0,0,2,0,0,0,2
"台北市","文山區","6300800-035","萬興里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-036","指南里",0,0,0,0,1179,1012,0,0,2191
"台北市","文山區","6300800-037","老泉里",0,0,0,0,341,263,0,0,604
"台北市","文山區","6300800-038","忠順里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-039","萬美里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-040","政大里",0,0,0,0,497,0,0,0,497
"台北市","文山區","6300800-041","樟文里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-042","興邦里",0,0,0,0,0,0,0,0,0
"台北市","文山區","6300800-043","樟樹里",0,0,0,0,0,54,0,0,54
"台北市","南港區","6300900-001","南港里",0,0,0,12,0,0,0,0,12
"台北市","南港區","6300900-002","中南里",0,0,0,74,0,0,0,0,74
"台北市","南港區","6300900-003","新富里",0,0,0,0,57,0,0,0,57
"台北市","南港區","6300900-004","三重里",0,0,0,0,32,0,0,0,32
"台北市","南港區","6300900-005","東新里",0,0,0,40,0,0,0,0,40
"台北市","南港區","6300900-006","新光里",0,0,0,0,590,0,0,0,590
"台北市","南港區","6300900-007","東明里",0,0,0,649,0,0,0,0,649
"台北市","南港區","6300900-008","西新里",0,0,27,0,1518,0,0,0,1545
"台北市","南港區","6300900-009","玉成里",0,0,0,0,600,148,0,0,748
"台北市","南港區","6300900-010","合成里",0,0,0,0,0,159,0,0,159
"台北市","南港區","6300900-011","成福里",0,0,0,0,533,0,0,0,533
"台北市","南港區","6300900-012","萬福里",0,0,0,0,78,1,0,0,79
"台北市","南港區","6300900-013","鴻福里",0,0,0,0,0,73,0,0,73
"台北市","南港區","6300900-014","百福里",0,0,2195,0,0,0,0,0,2195
"台北市","南港區","6300900-015","聯成里",0,0,0,0,173,0,0,0,173
"台北市","南港區","6300900-016","舊莊里",0,0,0,0,1958,1256,0,0,3214
"台北市","南港區","6300900-017","中研里",0,0,0,0,206,143,0,0,349
"台北市","南港區","6300900-018","九如里",0,0,0,5,2485,881,0,0,3371
"台北市","南港區","6300900-019","仁福里",0,0,0,0,0,0,0,0,0
"台北市","南港區","6300900-020","重陽里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-001","西湖里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-002","西康里",0,0,0,0,5609,0,0,0,5609
"台北市","內湖區","6301000-003","西安里",0,0,0,0,1940,0,0,0,1940
"台北市","內湖區","6301000-005","港墘里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-006","港都里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-007","港富里",0,0,0,0,62,0,0,0,62
"台北市","內湖區","6301000-008","港華里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-009","內湖里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-010","湖濱里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-011","紫星里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-012","大湖里",0,0,0,0,7685,24,0,0,7709
"台北市","內湖區","6301000-013","金龍里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-014","金瑞里",0,0,0,0,7,0,0,0,7
"台北市","內湖區","6301000-015","碧山里",0,0,0,0,594,57,0,0,651
"台北市","內湖區","6301000-016","紫雲里",0,0,0,0,0,19,0,0,19
"台北市","內湖區","6301000-017","清白里",0,0,0,0,0,1423,0,0,1423
"台北市","內湖區","6301000-018","葫洲里",0,0,0,0,4,984,0,0,988
"台北市","內湖區","6301000-019","紫陽里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-020","瑞陽里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-021","瑞光里",0,0,0,36,0,0,0,0,36
"台北市","內湖區","6301000-022","五分里",0,0,0,0,8,795,0,0,803
"台北市","內湖區","6301000-023","東湖里",0,0,0,0,0,1268,0,0,1268
"台北市","內湖區","6301000-024","樂康里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-025","內溝里",0,0,0,0,450,44,0,0,494
"台北市","內湖區","6301000-026","週美里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-027","行善里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-028","石潭里",0,0,0,0,49,0,0,0,49
"台北市","內湖區","6301000-029","湖興里",0,0,0,0,0,303,0,0,303
"台北市","內湖區","6301000-030","湖元里",0,0,0,0,56,753,0,0,809
"台北市","內湖區","6301000-031","安湖里",0,0,0,0,0,897,0,0,897
"台北市","內湖區","6301000-032","秀湖里",0,0,0,0,1273,0,0,0,1273
"台北市","內湖區","6301000-033","安泰里",0,0,0,0,0,1,0,0,1
"台北市","內湖區","6301000-034","金湖里",0,0,0,0,0,8,0,0,8
"台北市","內湖區","6301000-035","康寧里",0,0,0,0,0,352,0,0,352
"台北市","內湖區","6301000-036","明湖里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-037","蘆洲里",0,0,0,0,698,371,0,0,1069
"台北市","內湖區","6301000-038","麗山里",0,0,0,0,0,0,0,0,0
"台北市","內湖區","6301000-039","寶湖里",0,0,0,0,62,3,0,0,65
"台北市","內湖區","6301000-040","南湖里",0,0,0,0,0,1793,0,0,1793
